uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
P00747,3.4.21.7,Plasminogen [Cleaved into: Plasmin ; Plasmin heavy chain A; Plasmin light chain B; Angiostatin],PLG,Homo sapiens,1B2I;1BML;1BUI;1CEA;1CEB;1DDJ;1HPJ;1HPK;1I5K;1KI0;1KRN;1L4D;1L4Z;1PK4;1PKR;1PMK;1QRZ;1RJX;2DOH;2DOI;2KNF;2L0S;2PK4;3UIR;4A5T;4CIK;4DCB;4DUR;4DUU;5HPG;5UGD;5UGG;6D3X;6D3Y;6D3Z;6D40;6OG4;6OQJ;6OQK;6Q1U;6UZ4;6UZ5;7E50;7THS;7UAH;8F7U;8F7V;8UQ6;9AZK,90569,"The active form of plasmin is a two-chain monomeric protein, not oligomerized, consisting of a heavy chain (A) and a light chain (B) that are covalently linked by disulfide bonds. Interacts with CSPG4; enhances the activation of plasminogen by urokinase-type (PLAU) plasminogen activator (PubMed:10889192). Interacts with AMOT (PubMed:16043488). Interacts (via the Kringle domains) with HRG; the interaction tethers PLG to the cell surface and enhances its activation (PubMed:9102401, PubMed:15613921",810,ENSG00000122194
P00748,3.4.21.38,Coagulation factor XII (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)],F12,Homo sapiens,4BDW;4BDX;4XDE;4XE4;6B74;6B77;6GT6;6L63;6QF7;6SZW;6X0S;6X0T;7FBP;7PRJ;7PRK;8OS5;8R8D,67792,"Interacts with HRG; the interaction, which is enhanced in the presence of zinc ions and inhibited by heparin-binding, inhibits factor XII autoactivation and contact-initiated coagulation.(PubMed:21304106) Interacts (inactive and activated) with D7L2, an anticoagulant protein from Anopheles gambiae (PubMed:35460690). Interacts (activated) with iripin-8, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:34502392). Interacts (inactive and activated) (via amino acids 1-77) with triafest",615,ENSG00000131187
P00749,3.4.21.73,Urokinase-type plasminogen activator (U-plasminogen activator) (Urokinase) (uPA) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],PLAU,Homo sapiens,1C5W;1C5X;1C5Y;1C5Z;1EJN;1F5K;1F5L;1F92;1FV9;1GI7;1GI8;1GI9;1GJ7;1GJ8;1GJ9;1GJA;1GJB;1GJC;1GJD;1KDU;1LMW;1O3P;1O5A;1O5B;1O5C;1OWD;1OWE;1OWH;1OWI;1OWJ;1OWK;1SC8;1SQA;1SQO;1SQT;1U6Q;1URK;1VJ9;1VJA;1W0Z;1W10;1W11;1W12;1W13;1W14;2FD6;2I9A;2I9B;2NWN;2O8T,48523,"Found in high and low molecular mass forms. Each consists of two chains, A and B. The high molecular mass form contains a long chain A which is cleaved to yield a short chain A. Forms heterodimer with SERPINA5. Binds LRP1B; binding is followed by internalization and degradation. Interacts with MRC2. Interacts with PLAUR. In complex with SERPINE1, interacts with PLAUR/uPAR (PubMed:15053742). Interacts with SORL1 and LRP1, either alone or in complex with SERPINE1; these interactions are abolished ",431,ENSG00000122861
P00918,4.2.1.1,Carbonic anhydrase 2 (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II) (Cyanamide hydratase CA2),CA2,Homo sapiens,12CA;1A42;1AM6;1AVN;1BCD;1BIC;1BN1;1BN3;1BN4;1BNM;1BNN;1BNQ;1BNT;1BNU;1BNV;1BNW;1BV3;1CA2;1CA3;1CAH;1CAI;1CAJ;1CAK;1CAL;1CAM;1CAN;1CAO;1CAY;1CAZ;1CCS;1CCT;1CCU;1CIL;1CIM;1CIN;1CNB;1CNC;1CNG;1CNH;1CNI;1CNJ;1CNK;1CNW;1CNX;1CNY;1CRA;1CVA;1CVB;1CVC;1CVD,29246,"Interacts with SLC4A4 (PubMed:14567693, PubMed:15218065). Interaction with SLC4A7 regulates SLC4A7 transporter activity (PubMed:14736710). Interacts with SLC26A6 isoform 4 (via C-terminus cytoplasmic domain) (PubMed:15990874)",260,ENSG00000104267
P01111,3.6.5.2,GTPase NRas (Transforming protein N-Ras),NRAS,Homo sapiens,2N9C;3CON;5UHV;6E6H;6MPP;6ULI;6ULK;6ULN;6ULR;6UON;6WGH;6ZIO;6ZIR;6ZIZ;7F68;7OW3;7OW4;7OW5;7OW6;7PB2;8TBI;8VM2;9BG0;9BG3;9BG8;9BGD;9BTM;9GLW;9GLX,21229,"Interacts (active GTP-bound form preferentially) with RGS14 (By similarity). Interacts (active GTP-bound form) with RASSF7 (PubMed:21278800). Interacts (active GTP-bound form) with both SHOC2 and PP1c (all isoforms) to form a tertiary complex; SHOC2 and PP1c preferably bind M-Ras/MRAS, but they also bind K-Ras/KRAS, N-Ras/NRAS and H-Ras/HRAS (PubMed:36175670, PubMed:35768504, PubMed:35831509, PubMed:35830882). Interacts (GDP-bound form) with LZTR1; this interaction mediates NRAS ubiquitination b",189,ENSG00000213281
P01112,3.6.5.2,"GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",HRAS,Homo sapiens,121P;1AA9;1AGP;1BKD;1CLU;1CRP;1CRQ;1CRR;1CTQ;1GNP;1GNQ;1GNR;1HE8;1IAQ;1IOZ;1JAH;1JAI;1K8R;1LF0;1LF5;1LFD;1NVU;1NVV;1NVW;1NVX;1P2S;1P2T;1P2U;1P2V;1PLJ;1PLK;1PLL;1Q21;1QRA;1RVD;1WQ1;1XCM;1XD2;1XJ0;1ZVQ;1ZW6;221P;2C5L;2CE2;2CL0;2CL6;2CL7;2CLC;2CLD;2EVW,21298,"In its GTP-bound form interacts with PLCE1 (PubMed:11022048). Interacts with TBC1D10C (PubMed:17230191). Interacts with RGL3 (By similarity). Interacts with HSPD1 (By similarity). Found in a complex with at least BRAF, HRAS, MAP2K1, MAPK3 and RGS14 (By similarity). Interacts (active GTP-bound form) with RGS14 (via RBD 1 domain) (By similarity). Forms a signaling complex with RASGRP1 and DGKZ (PubMed:11257115). Interacts with RASSF5 (PubMed:18596699). Interacts with PDE6D (PubMed:11980706). Inter",189,ENSG00000174775
P01116,3.6.5.2,"GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]",KRAS,Homo sapiens,1D8D;1D8E;1KZO;1KZP;1N4P;1N4Q;1N4R;1N4S;2MSC;2MSD;2MSE;3GFT;4DSN;4DSO;4EPR;4EPT;4EPV;4EPW;4EPX;4EPY;4L8G;4LDJ;4LPK;4LRW;4LUC;4LV6;4LYF;4LYH;4LYJ;4M1O;4M1S;4M1T;4M1W;4M1Y;4M21;4M22;4NMM;4OBE;4PZY;4PZZ;4Q01;4Q02;4Q03;4QL3;4TQ9;4TQA;4WA7;5F2E;5KYK;5MLA,21656,"Interacts with PHLPP (By similarity). Interacts (active GTP-bound form preferentially) with RGS14 (By similarity). Interacts (when farnesylated) with PDE6D; this promotes dissociation from the cell membrane (PubMed:23698361). Interacts with SOS1 (PubMed:22431598). Interacts (when farnesylated) with GPR31 (PubMed:28619714). Interacts with RAP1GDS1 (PubMed:20709748, PubMed:24415755). Interacts (active GTP-bound form) with both SHOC2 and PP1c (all isoforms) to form a tertiary complex; SHOC2 and PP1",189,ENSG00000133703
P05108,1.14.15.6,"Cholesterol side-chain cleavage enzyme, mitochondrial (CYPXIA1) (Cholesterol desmolase) (Cytochrome P450 11A1) (Cytochrome P450(scc))",CYP11A1,Homo sapiens,3N9Y;3N9Z;3NA0;3NA1,60102,Interacts with FDX1/adrenodoxin,521,ENSG00000140459
P05129,2.7.11.13,Protein kinase C gamma type (PKC-gamma),PRKCG,Homo sapiens,2E73;2UZP,78448,Interacts with GRIA4 (By similarity). Interacts with CDCP1. Interacts with TP53INP1 and p53/TP53. Interacts with BMAL1 (By similarity),697,ENSG00000126583
P05771,2.7.11.13,Protein kinase C beta type (PKC-B) (PKC-beta),PRKCB,Homo sapiens,2I0E;8SE1;8SE2;8SE3;8SE4;8SG2;9S9T,76869,"Interacts with PDPK1/PDK1 (By similarity). Interacts in vitro with PRKCBP1. Interacts with PHLPP1 and PHLPP2; both proteins mediate its dephosphorylation. Interacts with KDM1A/LSD1, PKN1 and AR",671,ENSG00000166501
P06213,2.7.10.1,Insulin receptor (IR) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],INSR,Homo sapiens,1GAG;1I44;1IR3;1IRK;1P14;1RQQ;2AUH;2B4S;2HR7;2MFR;2Z8C;3BU3;3BU5;3BU6;3EKK;3EKN;3ETA;3W11;3W12;3W13;4IBM;4OGA;4XLV;4XSS;4XST;4ZXB;5E1S;5HHW;5J3H;5KQV;5U1M;6CE7;6CE9;6CEB;6HN4;6HN5;6PXV;6PXW;6SOF;6VEP;6VEQ;7BW7;7BW8;7BWA;7KD6;7MD4;7MD5;7MQO;7MQR;7MQS,156333,"Tetramer of 2 alpha and 2 beta chains linked by disulfide bonds. The alpha chains carry the insulin-binding regions, while the beta chains carry the kinase domain. Forms a hybrid receptor with IGF1R, the hybrid is a tetramer consisting of 1 alpha chain and 1 beta chain of INSR and 1 alpha chain and 1 beta chain of IGF1R. Interacts with SORBS1 but dissociates from it following insulin stimulation. Binds SH2B2. Activated form of INSR interacts (via Tyr-999) with the PTB/PID domains of IRS1 and SHC",1382,ENSG00000171105
P07101,1.14.16.2,Tyrosine 3-monooxygenase (Tyrosine 3-hydroxylase) (TH),TH,Homo sapiens,2XSN;4J6S;6ZN2;6ZVP;6ZZU;7A2G;7PIM,58600,"Homotetramer (PubMed:24947669, Ref.18). Interacts (when phosphorylated at Ser-19) with YWHAG; one YWHAG dimer binds to one TH tetramer and this interaction may influence the phosphorylation and dephosphorylation of other sites (PubMed:24947669). Interacts with NT5DC2; the interaction results in reduced phosphorylation and decreased catalytic activity of TH (By similarity)",528,ENSG00000180176
P08473,3.4.24.11,Neprilysin (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10),MME,Homo sapiens,1DMT;1R1H;1R1I;1R1J;1Y8J;2QPJ;2YB9;4CTH;5JMY;6GID;6SH1;6SH2;6SUK;6SVY;6THP;6XVP,85514,,750,ENSG00000196549
P08631,2.7.10.2,Tyrosine-protein kinase HCK (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck),HCK,Homo sapiens,1AD5;1BU1;1QCF;2C0I;2C0O;2C0T;2HCK;2HK5;2OI3;2OJ2;3HCK;3NHN;3RBB;3REA;3REB;3VRY;3VRZ;3VS0;3VS1;3VS2;3VS3;3VS4;3VS5;3VS6;3VS7;4HCK;4LUD;4LUE;4ORZ;4U5W;5H09;5H0B;5H0E;5H0G;5H0H;5HCK;5NUH;5ZJ6;8F2P;9BYJ,59600,"Interacts (via SH2 domain) with FLT3 (tyrosine phosphorylated). Interacts with VAV1, WAS and RAPGEF1 (By similarity). This interaction stimulates its tyrosine-kinase activity. Interacts with ARRB1 and ARRB2. Interacts with ADAM15. Interacts with FASLG. Interacts with CBL. Interacts with FCGR1A; the interaction may be indirect. Interacts with IL6ST. Interacts (via SH3 domain) with ELMO1. Interacts (via SH3 domain) with TP73. Interacts with YAP1. Interacts with ABL1 and ITGB1, and thereby recruits",526,ENSG00000101336
P08684,1.14.14.1,"Cytochrome P450 3A4 (1,4-cineole 2-exo-monooxygenase) (1,8-cineole 2-exo-monooxygenase) (Albendazole monooxygenase (sulfoxide-forming)) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cholesterol 25-hydroxylase) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PC",CYP3A4,Homo sapiens,1TQN;1W0E;1W0F;1W0G;2J0D;2V0M;3NXU;3TJS;3UA1;4D6Z;4D75;4D78;4D7D;4I3Q;4I4G;4I4H;4K9T;4K9U;4K9V;4K9W;4K9X;4NY4;5A1P;5A1R;5G5J;5TE8;5VC0;5VCC;5VCD;5VCE;5VCG;6BCZ;6BD5;6BD6;6BD7;6BD8;6BDH;6BDI;6BDK;6BDM;6DA2;6DA3;6DA5;6DA8;6DAA;6DAB;6DAC;6DAG;6DAJ;6DAL,57343,Interacts with PGRMC1; the interaction requires PGRMC1 homodimerization,503,ENSG00000160868
P09172,1.14.17.1,Dopamine beta-hydroxylase (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase],DBH,Homo sapiens,4ZEL,69065,Homotetramer; composed of two disulfide-linked dimers,617,ENSG00000123454
P09619,2.7.10.1,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),PDGFRB,Homo sapiens,1GQ5;1H9O;1SHA;2IUI;2L6W;2PLD;2PLE;3MJG,123968,"Interacts with homodimeric PDGFB and PDGFD, and with heterodimers formed by PDGFA and PDGFB. May also interact with homodimeric PDGFC. Monomer in the absence of bound ligand. Interaction with homodimeric PDGFB, heterodimers formed by PDGFA and PDGFB or homodimeric PDGFD, leads to receptor dimerization, where both PDGFRA homodimers and heterodimers with PDGFRB are observed. Interacts with SH2B2/APS. Interacts directly (tyrosine phosphorylated) with SHB. Interacts (tyrosine phosphorylated) with PI",1106,ENSG00000113721
P11511,1.14.14.14,Aromatase (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase),CYP19A1,Homo sapiens,3EQM;3S79;3S7S;4GL5;4GL7;4KQ8;5JKV;5JKW;5JL6;5JL7;5JL9,57883,,503,ENSG00000137869
P11926,4.1.1.17,Ornithine decarboxylase (ODC),ODC1,Homo sapiens,1D7K;2ON3;2OO0;4ZGY;5BWA;7S3F;7S3G;7U6P;7U6U;9B8M;9B8N,51148,"Homodimer. Only the dimer is catalytically active, as the active sites are constructed of residues from both monomers (Probable). Does not form a heterodimer with AZIN2 (By similarity)",461,ENSG00000115758
P12268,1.1.1.205,Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II),IMPDH2,Homo sapiens,1B3O;1NF7;1NFB;6I0M;6I0O;6U8E;6U8N;6U8R;6U8S;6U9O;6UA2;6UA4;6UA5;6UAJ;6UC2;6UDO;6UDP;6UDQ;8FOZ;8FUZ;8G8F;8G9B;9DMU;9MUB;9MUC,55805,"Homotetramer (PubMed:7903306, Ref.28, Ref.29). Interacts with CLOCK; in a circadian manner (PubMed:28985504). Interacts with ANKRD9; leading to its ubiquitination and degradation by the proteasome (PubMed:30293565)",514,ENSG00000178035
P13569,5.6.1.6,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel),CFTR,Homo sapiens,1XMI;1XMJ;2BBO;2BBS;2BBT;2LOB;2PZE;2PZF;2PZG;3GD7;3ISW;4WZ6;5D2D;5D3E;5D3F;5TF7;5TF8;5TFA;5TFB;5TFC;5TFD;5TFF;5TFG;5TFI;5TFJ;5TGK;5UAK;6GJQ;6GJS;6GJU;6GK4;6GKD;6HEP;6MSM;6O1V;6O2P;6UK1;6WBS;6ZE1;7QI1;7SV7;7SVD;7SVR;8EIG;8EIO;8EIQ;8EJ1;8FZQ;8GLS;8UBR,168142,"Monomer; does not require oligomerization for channel activity (PubMed:11524016). May form oligomers in the membrane (PubMed:11524016). Interacts with SLC26A3, SLC26A6 and SHANK2 (By similarity). Interacts with NHERF1 and MYO6 (PubMed:11304524, PubMed:12403779, PubMed:15247260). Interacts (via C-terminus) with GOPC (via PDZ domain); this promotes CFTR internalization and thereby decreases channel activity (PubMed:11707463, PubMed:16331976). Interacts with SLC4A7 through NHERF1 (PubMed:12403779).",1480,ENSG00000001626
P14324,2.5.1.1,"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (Farnesyl diphosphate synthase) (Geranyltranstransferase)",FDPS,Homo sapiens,1YQ7;1YV5;1ZW5;2F7M;2F89;2F8C;2F8Z;2F92;2F94;2F9K;2OPM;2OPN;2QIS;2RAH;2VF6;3B7L;3CP6;3N1V;3N1W;3N3L;3N45;3N46;3N49;3N5H;3N5J;3N6K;3RYE;3S4J;4DEM;4GA3;4H5C;4H5D;4H5E;4JVJ;4KFA;4KPD;4KPJ;4KQ5;4KQS;4KQU;4L2X;4LFV;4LPG;4LPH;4N1Z;4N9U;4NFI;4NFJ;4NFK;4NG6,48275,Homodimer. Interacts with RSAD2,419,ENSG00000160752
P14780,3.4.24.35,Matrix metalloproteinase-9 (MMP-9) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9,Homo sapiens,1GKC;1GKD;1ITV;1L6J;2OVX;2OVZ;2OW0;2OW1;2OW2;4H1Q;4H2E;4H3X;4H82;4HMA;4JIJ;4JQG;4WZV;4XCT;5CUH;5I12;5TH6;5TH9;5UE3;5UE4;6ESM;8K5V;8K5W;8K5X;8K5Y,78458,"Exists as monomer or homodimer; disulfide-linked (PubMed:1281792, PubMed:7683678). Also exists as heterodimer with LCN2 (PubMed:1281792, PubMed:7683678). Macrophages and transformed cell lines produce only the monomeric form. Interacts with ECM1 (PubMed:16512877)",707,ENSG00000100985
P15538,1.14.15.4,"Cytochrome P450 11B1, mitochondrial (CYP11B1) (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase, CYP11B1)",CYP11B1,Homo sapiens,6M7X;7E7F,57573,,503,ENSG00000160882
P16233,3.1.1.3,Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase),PNLIP,Homo sapiens,1GPL;1LPA;1LPB;1N8S,51157,Forms a 1:1 stoichiometric complex with (pro)colipase/CLPS,465,ENSG00000175535
P19971,2.4.2.4,Thymidine phosphorylase (TP) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase),TYMP,Homo sapiens,1UOU;2J0F;2WK5;2WK6,49955,Homodimer,482,ENSG00000025708
P22102,2.1.2.2,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase);,GART,Homo sapiens,1MEJ;1MEN;1MEO;1NJS;1RBM;1RBQ;1RBY;1RBZ;1RC0;1RC1;1ZLX;1ZLY;2QK4;2V9Y;4EW1;4EW2;4EW3;4ZYT;4ZYU;4ZYV;4ZYW;4ZYX;4ZYY;4ZYZ;4ZZ0;4ZZ1;4ZZ2;4ZZ3;5J9F;7JG0;7JG3;7JG4;8FDX;8FDY;8FE0;8FJV;8FJW;8FJX;8FJY;9NX6,107767,Homodimer,1010,ENSG00000159131
P23467,3.1.3.48,Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP),PTPRB,Homo sapiens,2AHS;2H02;2H03;2H04;2HC1;2HC2;2I3R;2I3U;2I4E;2I4G;2I4H;2I5X;8JBN;8JBY,224301,Monomer. Interacts with TEK (PubMed:19451274). Interacts via fibronectin type-III 17 domain with CDH5. Detected in a complex with CNTN1 and NRCAM (By similarity). Interacts (phosphorylated form) with FYN and GRB2 (By similarity). Interacts with IGFBP2 (PubMed:22869525),1997,ENSG00000127329
P24928,2.7.7.48,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (3'-5' exoribonuclease) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1),POLR2A,Homo sapiens,2GHQ;2GHT;2LTO;3D9K;3D9L;3D9M;3D9N;3D9O;3D9P;4JXT;5IY6;5IY7;5IY8;5IY9;5IYA;5IYB;5IYC;5IYD;5M3H;5M3J;6DRD;6F5P;6G0R;6IC8;6IC9;6O9L;6Q5Y;6XKB;6XRE;7EGB;7EGC;7LBM;7YCX;7Z1K;7Z42;8PM0;8PNP;8PNQ;8R3K;8R3L;8R60;8R65;8XRJ;8XRM;8XSO;8XVS;9B9L;9EHZ;9EI1;9EI2,217206,"Component of the RNA polymerase II (Pol II) core complex consisting of 12 subunits: a ten-subunit catalytic core composed of POLR2A/RPB1, POLR2B/RPB2, POLR2C/RPB3, POLR2I/RPB9, POLR2J/RPB11, POLR2E/RPABC1, POLR2F/RPABC2, POLR2H/RPABC3, POLR2K/RPABC4 and POLR2L/RPABC5 and a mobile stalk composed of two subunits POLR2D/RPB4 and POLR2G/RPB7, protruding from the core and functioning primarily in transcription initiation. Part of Pol II(G) complex, in which Pol II core associates with an additional s",1970,ENSG00000181222
P27361,2.7.11.24,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1),MAPK3,Homo sapiens,2ZOQ;4QTB;6GES,43136,"Binds both upstream activators and downstream substrates in multimolecular complexes. Found in a complex with at least BRAF, HRAS, MAP2K1/MEK1, MAPK3 and RGS14 (By similarity). Interacts with ADAM15, ARRB2, CANX, DAPK1 (via death domain), HSF4, IER3, MAP2K1/MEK1, MORG1, NISCH, and SGK1. Interacts with PEA15 and MKNK2 (By similarity). MKNK2 isoform 1 binding prevents from dephosphorylation and inactivation (By similarity). Interacts with TPR. Interacts with CDKN2AIP. Interacts with HSF1 (via D do",379,ENSG00000102882
P28482,2.7.11.24,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1,Homo sapiens,1PME;1TVO;1WZY;2OJG;2OJI;2OJJ;2Y9Q;3D42;3D44;3I5Z;3I60;3SA0;3TEI;3W55;4FMQ;4FUX;4FUY;4FV0;4FV1;4FV2;4FV3;4FV4;4FV5;4FV6;4FV7;4FV8;4FV9;4G6N;4G6O;4H3P;4H3Q;4IZ5;4IZ7;4IZA;4N0S;4NIF;4O6E;4QP1;4QP2;4QP3;4QP4;4QP6;4QP7;4QP8;4QP9;4QPA;4QTA;4QTE;4XJ0;4ZXT,41390,"Binds both upstream activators and downstream substrates in multimolecular complexes. This interaction inhibits its tyrosine-kinase activity. Interacts with ADAM15, ARHGEF2, ARRB2, DAPK1 (via death domain), HSF4, IER3, IPO7, NISCH, SGK1, and isoform 1 of NEK2. Interacts (via phosphorylated form) with TPR (via C-terminal region and phosphorylated form); the interaction requires dimerization of MAPK1/ERK2 and increases following EGF stimulation (PubMed:18794356). Interacts with MAP2K1 (PubMed:3272",360,ENSG00000100030
P28845,1.1.1.146,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1) (Short chain dehydrogenase/reductase family 26C member 1),HSD11B1,Homo sapiens,1XU7;1XU9;2BEL;2ILT;2IRW;2RBE;3BYZ;3BZU;3CH6;3CZR;3D3E;3D4N;3D5Q;3EY4;3FCO;3FRJ;3H6K;3HFG;3OQ1;3PDJ;3QQP;3TFQ;4BB5;4BB6;4C7J;4C7K;4HFR;4HX5;4IJU;4IJV;4IJW;4K1L;4P38;4YYZ;5PGU;5PGV;5PGW;5PGX;5PGY;5QII;6NJ7;9W6V,32401,Homodimer,292,ENSG00000117594
P29474,1.14.13.39,"Nitric oxide synthase 3 (Constitutive NOS) (cNOS) (EC-NOS) (NOS type III) (NOSIII) (Nitric oxide synthase, endothelial) (Endothelial NOS) (eNOS)",NOS3,Homo sapiens,1M9J;1M9K;1M9M;1M9Q;1M9R;1NIW;2LL7;2MG5;2N8J;3EAH;3NOS;4D1O;4D1P;5UO8;5UO9;5UOA;5UOB;5UOC;5VVB;5VVC;5VVD;5XOF;6AV6;6AV7;6CIE;6CIF;6NH1;6NH2;6NH3;6NH4;6NH5;6NH6;6NH7;6NH8;6NHF;6POU;6POV;6POW;6POX;6POY;6POZ;6PP0;6PP1;6PP2;6PP3;6PP4;7M56;7TSG;7TSH;7TSI,133275,"Homodimer. Interacts with NOSIP and NOSTRIN (PubMed:11149895, PubMed:12446846). Interacts with HSP90AB1 (By similarity) (PubMed:11149895, PubMed:12446846, PubMed:23585225). Forms a complex with ASL, ASS1 and SLC7A1; the complex regulates cell-autonomous L-arginine synthesis and citrulline recycling while channeling extracellular L-arginine to nitric oxide synthesis pathway (By similarity)",1203,ENSG00000164867
P35557,2.7.1.1,Hexokinase-4 (HK4) (Glucokinase) (Hexokinase type IV) (HK IV) (Hexokinase-D),GCK,Homo sapiens,1V4S;1V4T;3A0I;3F9M;3FGU;3FR0;3GOI;3H1V;3ID8;3IDH;3IMX;3QIC;3S41;3VEV;3VEY;3VF6;4DCH;4DHY;4ISE;4ISF;4ISG;4IWV;4IXC;4L3Q;4LC9;4MLE;4MLH;4NO7;4RCH;5V4W;5V4X;6E0E;6E0I;7T78;7T79,52191,"Monomer (PubMed:15016359, PubMed:19362831, PubMed:23957911). Interacts with MIDN; the interaction occurs preferentially at low glucose levels and results in inhibition of hexokinase activity (PubMed:24187134). Interacts with GCKR; leading to sequestration in the nucleus (PubMed:10456334)",465,ENSG00000106633
P35913,3.1.4.35,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta (GMP-PDE beta)",PDE6B,Homo sapiens,,98336,"Tetramer composed of two catalytic chains (alpha and beta), and two inhibitory chains (gamma). Interacts with GNAT1; two GNAT1-GTP molecules bind both the catalytic core (PDE6A and PDE6B) and the inhibitory PDE6G subunits, inducing conformational rearrangements that relieve inhibition and activate catalysis",854,ENSG00000133256
P35916,2.7.10.1,Vascular endothelial growth factor receptor 3 (VEGFR-3) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4),FLT4,Homo sapiens,4BSJ;4BSK,152757,"Interacts with VEGFC and VEGFD. Monomer in the absence of bound VEGFC or VEGFD. Homodimer in the presence of bound VEGFC or VEGFD. Can also form a heterodimer with KDR. Interacts with PTPN14; the interaction is enhanced by stimulation with VEGFC. Interacts with CRK, GRB2, PTK2/FAK1, SHC1, PIK3R1 and PTPN11/SHP-2. Identified in a complex with SRC and ITGB1",1363,ENSG00000037280
P39877,3.1.1.4,Phospholipase A2 group V (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5),PLA2G5,Homo sapiens,,15674,,138,ENSG00000127472
P43304,1.1.5.3,"Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (mitochondrial glycerophosphate dehydrogenase gene) (mGDH) (mtGPD)",GPD2,Homo sapiens,,80853,,727,ENSG00000115159
